"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
21.62,18.79,140,0,64.28,13.47,"Beta","database","media","success"
23.73,13.5,144,0,61.66,0.49,"Alpha","ui","baja","success"
25.7,13.76,161,1,91.91,41.85,"Alpha","database","baja","success"
10.23,2.98,162,1,56.14,21.3,"Beta","core","media","failed"
40.18,5.12,142,1,64.15,17.73,"Delta","auth","media","rolled_back"
8.22,11.34,161,2,75.9,55.49,"Alpha","api","media","success"
26.93,12.03,158,3,61.88,12.6,"Alpha","database","critica","success"
22.42,7.8,146,0,86.22,12.56,"Delta","ui","media","success"
10.08,7.31,139,0,58.9,3.27,"Gamma","auth","alta","success"
44.06,11.79,157,2,81.65,5.09,"Gamma","api","critica","success"
15.38,14.04,172,3,66.63,1.6,"Beta","ui","baja","success"
3.45,10.13,160,3,55.78,46.64,"Alpha","database","baja","success"
34.29,4.58,137,3,45.08,22.63,"Delta","database","baja","success"
26.16,7.16,138,3,42.72,50.69,"Alpha","auth","media","success"
1.92,13.73,143,1,83.23,12,"Alpha","auth","media","success"
14.58,2.85,157,1,52.02,20.74,"Beta","ui","baja","failed"
39.05,18.89,147,2,69.4,3.05,"Delta","auth","alta","success"
11.6,3.74,173,3,47.09,55.82,"Delta","api","baja","success"
4.05,17.98,157,1,86.88,30.63,"Delta","core","alta","failed"
32.43,0.83,135,1,82.6,19.45,"Gamma","database","baja","success"
23.63,12.59,138,1,51.37,12.06,"Alpha","api","media","rolled_back"
19.12,12.39,144,1,86.35,16.69,"Alpha","ui","baja","success"
19.97,12.8,154,2,97.49,3.13,"Beta","database","baja","failed"
41.26,9.04,157,1,89.64,11.77,"Beta","database","alta","success"
40.74,13.43,157,2,55.97,48.82,"Alpha","ui","media","success"
10.99,14.92,157,2,70.43,37.81,"Delta","auth","critica","success"
26.51,16.4,144,1,49.03,21.44,"Gamma","ui","baja","failed"
3.27,12.39,132,2,42.11,2.7,"Alpha","ui","media","success"
25.02,13.18,158,2,68.03,8.67,"Beta","api","baja","success"
6.41,5.45,143,0,99.78,7.49,"Alpha","database","baja","success"
34.45,14.69,144,1,40.29,38.6,"Alpha","core","baja","success"
6.33,5.96,135,2,49.06,11.84,"Beta","api","media","success"
10.38,14.89,125,0,86.61,15.83,"Gamma","api","media","rolled_back"
34.9,2.39,135,1,70.35,5.62,"Beta","core","baja","success"
19.87,12.01,140,2,68.02,18.8,"Gamma","api","baja","success"
25.29,4.78,165,1,58.1,78.76,"Delta","auth","baja","success"
39.8,15.41,137,1,58.88,30.64,"Gamma","core","media","success"
33.15,19.86,138,0,56.59,4.38,"Delta","ui","media","success"
34.25,10.7,141,2,66.59,68.39,"Delta","database","media","success"
27.63,15.11,125,0,97,11.77,"Delta","ui","media","success"
5.9,16.96,137,0,76.68,98.87,"Beta","core","media","success"
37.44,2.61,147,1,96.47,22.74,"Alpha","auth","critica","rolled_back"
33.61,7.02,136,1,62.02,31.86,"Gamma","core","baja","success"
39.91,0.76,141,0,41.8,35.5,"Beta","api","alta","success"
5.16,11.75,191,2,54.17,119.62,"Gamma","auth","alta","success"
37.58,5.77,134,0,45.28,94.38,"Gamma","auth","media","success"
13.45,10.5,165,0,44.97,27.26,"Gamma","ui","critica","success"
16.04,13.89,152,0,45.92,51.64,"Alpha","ui","critica","success"
40.09,3.26,168,2,79.25,12.75,"Beta","core","alta","failed"
9.82,12.44,173,1,68.7,9.33,"Alpha","ui","media","success"
2.03,17.75,135,2,83.63,0.56,"Beta","database","media","success"
32.18,5.71,180,4,76.24,23.51,"Beta","auth","media","success"
3.14,2.89,144,3,62.31,1.74,"Beta","core","alta","success"
37.28,5.32,141,0,82.09,33.94,"Delta","auth","baja","success"
40.8,18.13,156,1,95.67,28.88,"Alpha","auth","media","success"
8.74,12.4,142,1,67.3,28.13,"Alpha","auth","baja","success"
10.53,3.28,143,1,79.37,29.56,"Gamma","core","media","failed"
36.12,14.28,149,0,83.23,144.81,"Beta","database","baja","success"
40.35,3.68,156,3,96.24,11.55,"Beta","core","baja","success"
12.1,19.96,145,2,45.29,9.45,"Alpha","database","baja","success"
20.34,16.2,159,0,54.06,31.79,"Gamma","database","baja","success"
18.82,8.71,134,2,41.23,9.63,"Gamma","auth","critica","success"
30.45,9.61,147,2,52.92,39.84,"Alpha","core","baja","success"
14.78,8.1,158,1,52.08,37.47,"Alpha","api","alta","success"
35.95,1.13,150,0,48.39,47.87,"Alpha","core","baja","success"
16.34,13.38,151,1,46.08,8.99,"Delta","database","media","success"
12.7,18.71,167,5,83.19,10.24,"Gamma","api","baja","success"
1.67,5.53,125,2,80.87,9.69,"Beta","ui","media","success"
18.04,0.63,165,0,76.91,14.89,"Delta","api","media","success"
27.58,16.53,148,0,41.67,0.34,"Beta","api","media","success"
16.25,5.26,128,0,85.74,20.31,"Beta","core","baja","success"
9.15,2.42,126,1,62.25,15.95,"Alpha","database","alta","success"
44.89,1.75,152,2,49.69,21.47,"Beta","ui","critica","success"
13.04,11.33,169,1,50.58,40.51,"Alpha","database","media","success"
25.43,6.06,157,0,72.27,17.71,"Gamma","ui","critica","failed"
7.38,1.01,150,0,73.21,26.58,"Gamma","core","critica","success"
31.16,10.94,153,2,41.26,26.1,"Gamma","api","media","success"
21.09,14.43,143,1,71.99,105.96,"Delta","ui","media","rolled_back"
17.45,7.7,151,1,85.89,3.01,"Alpha","ui","baja","success"
18.3,8.52,183,2,49.5,3.52,"Beta","ui","baja","success"
19.09,5.99,148,2,48.5,2.84,"Delta","ui","critica","success"
37.5,18.79,165,1,76.04,26.79,"Alpha","api","baja","success"
41.35,8.98,136,2,89.84,0.96,"Beta","auth","baja","success"
34.61,3.28,158,1,64.95,17.42,"Gamma","database","alta","success"
17.48,12.32,160,2,66.08,17.25,"Beta","api","baja","success"
31.58,2.71,138,3,90.51,15.38,"Gamma","ui","media","success"
23.6,4.32,158,3,57.14,12.8,"Alpha","auth","baja","rolled_back"
2.35,18.21,143,2,81.89,85.23,"Delta","auth","baja","success"
29.64,0.87,155,1,61.57,4.84,"Alpha","database","alta","success"
28.6,11.18,131,0,61.18,3.03,"Delta","api","critica","success"
15.98,3.96,162,0,97.23,6.21,"Gamma","database","media","success"
2.64,1.27,155,1,75.77,41.56,"Gamma","database","critica","success"
43.91,1.05,165,1,60.86,35.21,"Gamma","ui","baja","success"
44.62,15.3,147,1,64.95,53.55,"Gamma","ui","critica","success"
4.83,14.88,144,1,92.84,18.6,"Alpha","ui","baja","success"
24.9,4.47,167,1,58.84,0.08,"Beta","ui","baja","success"
44.04,19.4,174,0,98.33,52.29,"Gamma","core","alta","success"
6.27,13.3,135,1,40.18,36.62,"Delta","auth","baja","success"
17.27,2.96,140,0,68.76,11.34,"Gamma","core","media","success"
23.24,17.13,145,1,94.96,25.44,"Gamma","api","alta","success"
41.2,4.17,138,3,80.46,2.81,"Gamma","auth","alta","success"
26.38,10.04,130,1,63.64,18.13,"Beta","database","baja","success"
2.49,4.22,157,0,63.21,4.97,"Delta","core","baja","rolled_back"
38.7,14.65,152,2,95.36,94.74,"Gamma","core","media","success"
37.63,15.8,158,0,75.22,3.44,"Delta","core","baja","success"
39.7,18.95,138,2,97.46,28.78,"Beta","ui","media","success"
36.72,10.49,147,1,97.44,9.89,"Beta","api","media","success"
1.5,5.97,155,0,46.13,10.78,"Delta","database","alta","failed"
5.93,13.91,151,1,51.46,44.05,"Beta","auth","critica","success"
37.81,4.18,141,3,84.48,4.06,"Delta","api","media","success"
11.12,15.71,135,0,62.76,30.93,"Delta","auth","alta","success"
2.82,14.75,148,0,62.31,6.18,"Gamma","database","critica","failed"
26.59,12.16,144,0,65.35,12.97,"Beta","api","baja","failed"
34.42,11.66,163,0,95.33,6.23,"Delta","database","baja","success"
39.5,13.62,135,2,55.32,1.99,"Alpha","core","baja","success"
4.13,11.94,144,3,64.04,24.88,"Gamma","database","baja","success"
11.15,2.89,132,0,74.19,16.15,"Delta","auth","media","rolled_back"
19.51,13.49,152,1,75.62,28.53,"Beta","database","media","success"
19.39,9.77,145,1,77.83,6.09,"Alpha","ui","baja","success"
26.7,11.89,172,3,70.94,24.18,"Gamma","auth","media","failed"
42.47,5.74,147,4,62,11.38,"Delta","auth","critica","failed"
44.46,14.19,148,1,84.18,18.44,"Delta","database","baja","success"
7.15,2.37,147,1,82.64,1.9,"Alpha","database","alta","success"
13.46,2.64,151,2,40.72,19.77,"Beta","core","baja","success"
37.53,2.86,141,2,62.78,5.01,"Alpha","database","media","success"
44.62,13.53,141,0,70.77,1.57,"Beta","core","media","success"
30.78,16.6,151,0,73.35,27.73,"Beta","api","media","success"
4.87,19.53,143,2,72.16,7.66,"Alpha","api","baja","failed"
7.35,2.39,156,1,42.11,2.07,"Alpha","auth","baja","success"
16.21,10.18,149,0,96.98,18.8,"Gamma","api","baja","success"
12.47,7.19,144,0,45.91,2.48,"Gamma","auth","alta","failed"
12.41,7.09,145,2,74.27,35.35,"Gamma","auth","baja","success"
35.57,16.82,150,1,48.79,7.96,"Alpha","auth","baja","success"
9.06,14.21,166,1,65.07,18.84,"Beta","core","media","rolled_back"
27.53,12.77,158,0,57.4,11.56,"Delta","ui","baja","success"
31.58,18.07,152,2,77.04,25.02,"Gamma","api","baja","success"
41.65,14.99,145,2,79.51,5.6,"Gamma","ui","baja","success"
31.51,9.92,158,1,64.6,43.49,"Beta","api","baja","success"
13.4,12.78,161,2,97.63,20.42,"Beta","database","critica","success"
1.98,14.2,127,0,69.47,31.1,"Alpha","database","baja","failed"
3.38,9.1,140,2,57.16,40.9,"Gamma","database","baja","success"
8.8,6.83,141,1,64.29,4.66,"Alpha","database","baja","failed"
38.59,0.77,147,3,52.25,10.78,"Gamma","ui","media","success"
3.5,5.49,161,1,53.53,11.71,"Beta","ui","baja","success"
13.31,5.79,175,2,49.27,17.58,"Delta","database","baja","success"
40.17,6.7,148,0,85.63,2.23,"Alpha","api","baja","success"
25.33,2.14,163,2,93.83,4,"Beta","core","baja","success"
36.51,18.22,165,1,50.77,2.34,"Alpha","ui","baja","success"
43.14,7.38,151,3,98.13,12.74,"Alpha","ui","baja","success"
31.5,18.81,150,1,52.04,34.91,"Beta","ui","baja","success"
18.95,19.61,175,1,67.79,8.09,"Gamma","core","media","success"
43.74,3.01,144,5,61.59,1.5,"Delta","database","media","success"
42.36,11.32,125,3,69.43,19.32,"Gamma","ui","baja","success"
24.05,11.69,142,1,79.24,16.55,"Alpha","core","media","success"
7.43,5.1,157,0,42.86,29.93,"Beta","auth","alta","success"
28.76,13.58,128,0,75.78,39.48,"Delta","ui","baja","success"
37.29,16.35,137,4,71.84,2.75,"Gamma","auth","baja","success"
7.43,2.03,155,1,69.63,2.45,"Delta","api","baja","success"
27.49,13.92,139,0,42.87,11.23,"Delta","api","baja","success"
44.26,12.19,124,1,62.49,14.36,"Delta","core","media","success"
11.53,9.63,144,1,66.84,59.14,"Alpha","ui","baja","success"
19.66,7.07,155,1,58.52,9.9,"Gamma","core","media","rolled_back"
5.86,8.49,158,2,81.87,31.35,"Beta","ui","alta","success"
13.62,1.2,144,2,87.67,15.53,"Beta","core","media","success"
24.58,9.12,156,1,72.27,18.67,"Gamma","ui","baja","failed"
15.16,15.42,140,1,56.89,1.34,"Delta","database","alta","success"
27.63,9.69,153,1,71.02,19.88,"Beta","core","baja","success"
44.44,6.34,156,1,53.59,3.92,"Delta","database","baja","success"
28,14.78,159,2,49.42,17.73,"Alpha","ui","media","success"
7.84,1.8,148,2,57.29,9.83,"Gamma","core","media","success"
32.14,11.24,151,0,70.35,21.45,"Alpha","core","media","success"
31.04,19.67,138,0,58.45,0.87,"Beta","auth","baja","success"
15.53,5.67,144,1,78.67,34.49,"Beta","core","alta","success"
19.91,15.88,137,1,60.28,10.07,"Gamma","database","critica","success"
14.74,16.06,151,1,55.46,1.74,"Gamma","database","baja","success"
37.73,17.64,142,3,81.73,25.16,"Gamma","database","critica","success"
27.32,5.23,142,1,47.89,12.35,"Delta","database","media","success"
36.61,11.41,143,2,87.13,22.54,"Alpha","database","baja","failed"
14.29,18.14,161,3,61.91,10.5,"Gamma","core","baja","success"
7.64,0.66,143,0,52.21,16.46,"Alpha","api","media","success"
40.16,3.69,148,2,64.8,25.88,"Delta","ui","baja","success"
1.86,5.57,135,2,53.84,0.31,"Alpha","ui","media","success"
26.26,15.57,147,0,95.84,18.5,"Gamma","core","media","success"
43.59,1.89,160,0,67.19,36.87,"Alpha","core","media","failed"
13.21,17.97,146,1,77.72,18.04,"Gamma","core","alta","success"
44.3,6.64,149,0,77.67,43.74,"Gamma","api","media","failed"
3.04,17.84,163,0,81.78,10.51,"Gamma","auth","critica","success"
12.72,12.37,137,1,72.02,17.72,"Alpha","database","baja","success"
12.81,9.38,161,1,62.35,16.5,"Alpha","core","media","success"
42.75,14.18,156,2,72.22,2,"Beta","core","media","success"
44.11,15.23,132,2,70.68,3.32,"Delta","api","baja","failed"
33.45,10.79,133,1,67.3,11.56,"Delta","api","alta","success"
14.01,0.82,149,4,67.89,4.49,"Gamma","database","alta","success"
19.29,2,126,1,40.76,21.71,"Delta","api","baja","success"
10.27,13.6,171,1,45.66,13.62,"Gamma","ui","media","success"
34.85,14.52,150,0,92.99,33.74,"Beta","core","media","success"
33.83,9.4,163,1,96.29,18.2,"Alpha","ui","baja","success"
23.18,4.86,143,0,91.54,4.25,"Alpha","ui","media","success"
30.67,14.65,136,3,43.33,2.99,"Beta","ui","media","success"
34.23,0.84,132,3,55.11,15.11,"Delta","api","media","success"
35.16,11.09,153,0,64.8,52.79,"Delta","api","media","failed"
27.82,2.09,152,0,82.35,5.45,"Delta","core","baja","failed"
18.49,18.09,155,1,96.44,39.4,"Delta","core","critica","rolled_back"
30.69,15.82,146,1,96.52,21.87,"Beta","auth","media","success"
39.31,8.93,144,3,79.01,60.84,"Beta","core","alta","success"
20.48,12.47,136,0,74.52,0.34,"Delta","auth","critica","success"
6.74,15.48,168,0,47.32,13.8,"Beta","database","media","success"
28.42,4.69,145,1,80.68,1.48,"Alpha","ui","alta","success"
22.4,9.43,168,1,97.7,10.25,"Delta","database","media","success"
41.69,0.5,137,1,79.01,37.56,"Gamma","auth","baja","failed"
11.97,15.01,142,1,57.56,21.8,"Alpha","database","baja","success"
35.28,14.66,152,2,53.25,1.16,"Delta","auth","media","success"
34.21,2.63,166,3,70.68,17.74,"Gamma","api","media","success"
30.93,14.44,156,0,90.98,9.66,"Alpha","ui","alta","success"
25.5,14.69,148,3,54.93,20.72,"Beta","auth","media","success"
27.51,8.83,132,0,50.32,17.07,"Beta","core","alta","failed"
39.19,7.29,147,1,68.4,5.15,"Beta","ui","baja","success"
23.05,4.89,142,2,88.06,13.53,"Beta","auth","baja","success"
44.14,13.24,159,3,51.42,30.59,"Gamma","auth","media","success"
4.52,2.01,153,0,85.97,41.62,"Beta","auth","media","failed"
25.68,4.22,153,1,69.83,30.28,"Alpha","api","alta","success"
9.74,6.01,153,1,60.16,76.07,"Delta","ui","media","success"
14.4,14.27,146,0,53.4,40.37,"Delta","core","baja","success"
38.08,7.41,165,2,96.58,17.08,"Gamma","database","critica","success"
10.42,19.97,155,0,96.43,16.91,"Alpha","database","baja","success"
26.85,3.91,173,2,63.53,7.84,"Gamma","ui","baja","success"
18.74,18.8,153,4,60.94,26.04,"Gamma","api","media","failed"
14.79,3.33,136,0,83.53,66.28,"Alpha","ui","media","success"
22.04,16.81,138,0,88.48,11.46,"Gamma","auth","baja","success"
33.83,17.21,141,3,54.25,20.98,"Gamma","auth","baja","success"
43.99,5.73,164,0,86.2,25.34,"Delta","auth","media","success"
8.3,6.33,145,0,66.06,4.69,"Delta","database","media","success"
7.13,12.73,142,2,48.99,13.24,"Gamma","ui","media","success"
26.75,12.88,142,2,54.99,12.69,"Delta","database","alta","success"
7.47,9.02,153,0,79.22,30.88,"Beta","database","media","success"
10.29,12.24,163,2,70.41,16.86,"Gamma","auth","baja","success"
16.36,0.96,154,1,81.3,11.03,"Gamma","database","baja","failed"
13.07,13.56,146,0,46.4,23.42,"Delta","ui","alta","success"
32.89,8.4,175,0,43.8,59.99,"Gamma","ui","critica","success"
31.75,6.57,133,1,54.78,50.45,"Delta","auth","baja","success"
36.05,7.83,151,0,95.93,32.82,"Gamma","ui","media","success"
13.44,14.48,153,2,70.71,50.15,"Beta","api","media","success"
9.42,9.55,144,3,82.65,97.36,"Beta","api","baja","success"
21.62,11.36,151,0,45.52,25.32,"Beta","ui","baja","success"
25.45,6.3,145,1,50.07,7.51,"Alpha","core","media","success"
28.59,17.77,158,1,91.97,13.8,"Gamma","ui","alta","success"
22.51,14.98,155,0,72.48,12.5,"Alpha","database","baja","failed"
7.15,11.36,157,0,87.86,27,"Gamma","auth","baja","success"
39.95,19.46,157,5,74.82,19.23,"Alpha","core","critica","success"
44.62,5.18,142,4,43.81,42.23,"Gamma","database","baja","success"
39,17.58,149,1,52.63,20.55,"Alpha","ui","media","success"
38.57,18.99,150,2,71.56,22.28,"Gamma","ui","media","success"
17.92,15.04,146,1,75.61,29.83,"Gamma","core","baja","failed"
28.34,8.14,157,3,65.93,14.82,"Delta","ui","media","success"
24.05,10.68,146,0,98.89,59.37,"Alpha","auth","baja","success"
3.11,11.68,135,0,40.46,8.33,"Delta","database","media","success"
33.82,10.84,156,0,63.42,115.75,"Delta","ui","alta","success"
38.15,18.97,145,5,76.07,1.49,"Beta","auth","media","success"
3.64,17.59,148,0,99.75,20.27,"Gamma","ui","alta","success"
40.36,12.65,148,0,48.84,2.24,"Alpha","core","alta","success"
17.95,18.05,155,1,64.63,45.39,"Gamma","core","media","success"
31.76,15.22,166,2,41.85,13.99,"Beta","api","baja","success"
32.7,5.9,161,3,76.82,8.9,"Alpha","auth","baja","success"
31.19,0.65,140,0,64.31,54.89,"Delta","ui","baja","success"
14.57,16.66,136,0,42.76,55.63,"Beta","auth","media","success"
14.66,2.64,156,0,60.9,62.66,"Alpha","api","baja","success"
22.21,2.81,145,1,72.39,23.88,"Delta","api","media","success"
3.61,3.56,141,3,46.36,41.53,"Alpha","core","alta","failed"
22.89,2.77,151,1,48.7,48.41,"Gamma","core","baja","rolled_back"
27.11,12.31,158,1,77.16,17.66,"Delta","auth","critica","success"
11.71,18.92,142,1,96.63,34.9,"Gamma","ui","baja","success"
43.46,14.86,175,0,68.69,37.97,"Gamma","auth","critica","success"
8.46,10.54,162,1,65.03,51.3,"Beta","core","baja","success"
26.52,2.09,140,1,83.12,38.98,"Gamma","database","media","rolled_back"
19.8,10.51,149,2,84.74,10.44,"Alpha","auth","baja","failed"
6.83,15.91,122,0,81.02,34.99,"Delta","core","media","success"
17.35,16.81,143,0,76.03,24.85,"Beta","database","baja","success"
44.94,19.99,156,2,58.23,31.79,"Beta","database","baja","failed"
36.21,8.73,146,2,79.66,84.84,"Delta","ui","critica","success"
16.72,17.02,150,3,44.71,9.42,"Delta","ui","media","success"
42.26,4.37,150,1,59.11,36.34,"Beta","auth","media","success"
32.52,4.09,157,0,91.11,19.64,"Delta","auth","baja","success"
23.04,11.32,153,0,63.13,11.08,"Beta","core","media","success"
36.83,2.75,132,0,47.95,9.68,"Gamma","database","critica","failed"
29.99,1.35,145,0,75.92,0.35,"Delta","auth","critica","success"
17.19,5.61,154,1,57.08,23.95,"Delta","ui","baja","success"
22.03,6.71,156,3,89.28,17.97,"Alpha","database","media","success"
27.53,18.92,145,2,48.93,9.36,"Delta","ui","critica","success"
33.09,9.04,152,0,84.22,26.2,"Gamma","auth","media","success"
16.99,9.35,154,1,94.74,35.51,"Gamma","core","media","success"
27.01,1.95,158,1,42.3,4.98,"Alpha","api","media","success"
23.97,7.78,141,0,44.22,15,"Alpha","core","baja","failed"
27.32,11.68,132,2,51.16,8.55,"Gamma","ui","baja","success"
40.14,17.24,144,1,91.17,52.33,"Alpha","core","media","success"
39.22,5.02,162,0,44.31,81.12,"Beta","auth","media","rolled_back"
37.66,19.17,153,2,94.32,15.04,"Gamma","auth","media","success"
8.53,17.41,131,0,74.44,22.74,"Gamma","ui","media","success"
15.92,4.86,156,0,79.55,13.71,"Beta","auth","alta","success"
41.79,8.09,138,1,76.96,49.58,"Alpha","database","media","success"
41.74,12.5,149,0,79.28,17.09,"Alpha","ui","media","success"
29.19,3.18,151,1,68.96,10.41,"Gamma","auth","critica","success"
35.99,5.79,147,2,50.89,11,"Gamma","core","baja","rolled_back"
26.37,12.09,147,4,70.56,6.7,"Alpha","database","media","success"
3.21,3.64,145,0,59.5,15.61,"Alpha","database","alta","success"
14.01,9.84,140,0,44.79,5.86,"Beta","auth","baja","success"
22.42,17.06,124,1,86.7,1.36,"Gamma","core","baja","success"
20.42,10.56,155,3,56.57,2.02,"Alpha","auth","media","success"
42.06,7.77,133,1,66.41,9.59,"Delta","api","media","success"
29.59,11.91,139,1,82,32.4,"Beta","core","baja","success"
1.54,14.66,159,2,97.2,8.55,"Gamma","database","baja","success"
2.35,7.26,156,0,77.48,4.2,"Beta","ui","alta","failed"
14.42,3.64,147,1,98.64,39.45,"Delta","core","critica","rolled_back"
13.41,7.75,140,2,79.05,8.93,"Gamma","api","alta","success"
37.58,12.21,162,1,77.59,57.9,"Gamma","auth","media","success"
32.87,14.96,163,4,67.89,3.96,"Alpha","core","baja","success"
31.1,0.83,156,0,59.67,3.26,"Delta","database","media","success"
18.21,18.99,135,0,80.98,9.24,"Beta","ui","baja","success"
9.56,3.05,155,0,76.03,27.46,"Gamma","auth","baja","success"
10.71,1.03,132,0,69.68,37.26,"Delta","core","baja","success"
32.11,16.96,147,0,85.99,38.41,"Gamma","ui","media","success"
12.92,9.2,160,0,94.17,43.65,"Gamma","ui","critica","success"
11.35,5.41,126,2,95.94,12.29,"Delta","auth","critica","success"
27.3,16.81,148,3,68.22,11.37,"Delta","auth","baja","failed"
7.91,9.77,156,1,59.44,39.4,"Delta","core","media","success"
3.72,2.82,136,0,84.31,32.69,"Delta","core","baja","success"
2.1,2.86,148,1,65.88,9.77,"Delta","ui","baja","rolled_back"
36.66,17.63,132,0,55.43,8.95,"Beta","database","media","success"
36.41,1.5,139,1,77.97,24.03,"Alpha","auth","media","success"
2.15,7.37,135,1,82.07,1.55,"Gamma","auth","media","success"
27.4,8.58,160,3,75.17,20.96,"Beta","auth","baja","success"
14.87,15.33,133,0,59.04,3.28,"Gamma","auth","alta","success"
27.87,14.06,147,3,54.96,11.36,"Alpha","ui","critica","failed"
10.88,18.63,148,2,89.31,0.88,"Delta","api","media","success"
42.73,3.7,157,1,72.98,48.48,"Alpha","api","baja","success"
6.11,16.4,145,1,58.5,5.94,"Alpha","ui","baja","success"
6.7,11.31,148,1,63.31,6.57,"Alpha","core","media","failed"
7.61,17.81,148,1,56.59,7.28,"Gamma","ui","baja","success"
14.24,18.81,147,3,93.97,26.87,"Beta","api","alta","success"
27.55,0.77,148,1,53.03,7.03,"Beta","ui","media","success"
10.59,8.61,162,1,68.76,1.91,"Alpha","database","media","success"
21.18,2.48,145,3,61.03,26.03,"Beta","core","media","failed"
21.2,9.56,153,1,44.35,18.97,"Gamma","database","media","success"
18.11,14.53,145,0,78.55,6.26,"Gamma","ui","baja","success"
44.46,9.51,150,0,98.45,6.89,"Beta","api","media","success"
1.94,4.03,152,3,67.36,4.23,"Delta","auth","baja","success"
39.15,11.77,170,0,45.08,0.67,"Gamma","database","baja","success"
5.53,6.17,162,2,94.94,30.32,"Alpha","core","baja","success"
9.42,14.79,144,0,46.26,53.4,"Gamma","auth","baja","success"
20.98,18.38,152,1,46.79,17.64,"Beta","core","media","success"
33.22,5.55,157,2,76.88,67.4,"Delta","api","baja","success"
9.76,11.15,151,2,59.06,25.4,"Beta","auth","media","failed"
7.56,15.42,150,2,65.06,101.29,"Delta","api","baja","success"
10.76,10.6,140,1,65.2,7.07,"Alpha","ui","baja","success"
8.84,4.76,157,0,49.52,42.97,"Alpha","database","baja","success"
38.61,8.36,159,1,88.31,37.58,"Beta","core","media","success"
33.69,11.42,154,0,69.56,33.27,"Alpha","database","baja","success"
26.28,1.57,160,2,98.64,93.24,"Gamma","auth","baja","success"
38.71,15.44,180,2,63.08,8.62,"Gamma","auth","alta","success"
7.95,1.09,151,1,40.88,19.82,"Beta","database","media","success"
17.92,3.06,161,1,42.65,56.73,"Gamma","database","alta","failed"
15.4,8.57,164,0,69.12,78.7,"Gamma","core","alta","success"
2.8,12.43,134,1,76.42,5.31,"Beta","api","baja","success"
18.37,12.95,162,2,67.25,7.85,"Beta","api","alta","success"
32.36,13.05,127,2,94.19,82.09,"Beta","core","alta","failed"
12.29,2.33,140,3,94.97,0.92,"Gamma","auth","baja","success"
29.68,8.71,123,1,87.13,1.49,"Delta","auth","baja","failed"
8.79,1.19,161,3,77.65,2,"Gamma","core","baja","success"
35.1,6.67,158,2,89.1,26.73,"Delta","database","baja","success"
22.35,18.03,149,2,91.81,14.58,"Beta","ui","critica","success"
4.13,5.17,150,0,82.5,25.17,"Alpha","ui","media","success"
35.03,14.03,172,1,86.8,18.25,"Beta","database","media","success"
39.65,17.9,133,1,74.89,30.39,"Delta","auth","critica","success"
27.15,13.86,128,1,76.49,11.39,"Delta","api","baja","success"
28.02,2.63,153,1,66.43,29.98,"Delta","core","baja","success"
19.8,16.5,144,1,51.39,14.47,"Alpha","api","baja","success"
3.61,14.15,165,2,46.27,35.82,"Beta","ui","media","success"
29.82,14.35,141,0,69.9,56.51,"Gamma","ui","media","success"
23.33,9.31,149,1,49.96,5.06,"Delta","database","media","success"
35.71,3.34,152,1,74,30.44,"Delta","ui","media","success"
25.3,2.72,150,4,72.26,34.29,"Delta","ui","critica","success"
20.82,17.94,164,1,99.64,5.99,"Gamma","core","alta","success"
37.94,4.29,161,3,42.23,33.08,"Beta","core","critica","success"
30.89,2.46,160,2,79.64,1.67,"Gamma","database","media","success"
3.75,3.9,141,1,70.4,82.34,"Gamma","core","baja","success"
6.98,6.66,135,1,55.96,18.35,"Beta","core","baja","success"
37.45,13.65,160,0,57.61,14.06,"Alpha","core","alta","success"
18.96,12.8,154,1,60.51,8.67,"Delta","database","critica","success"
23.47,8.13,144,2,97.35,0.6,"Gamma","core","alta","success"
16.17,12.41,156,1,66.3,3.14,"Delta","core","baja","success"
28.64,17.78,138,1,93.61,64.6,"Delta","core","baja","failed"
26.62,14.58,170,0,76.62,45.48,"Alpha","ui","baja","success"
11.17,10.12,167,1,60.14,12.81,"Alpha","ui","baja","success"
29.32,16.29,144,2,42.85,0.67,"Beta","database","baja","success"
17.02,6.47,166,0,80.32,4.93,"Beta","database","baja","success"
21.11,4.58,155,3,59.99,7.79,"Delta","ui","baja","success"
18.93,6.25,145,1,43.18,13.46,"Delta","database","baja","success"
11.15,2.43,149,1,63.62,1.2,"Alpha","database","critica","success"
12.28,4.2,164,1,45.88,0.38,"Gamma","api","alta","success"
9.17,2.87,153,0,78,3.97,"Beta","auth","media","success"
20.31,9.77,147,2,86.53,86.89,"Beta","auth","media","success"
28.02,14.49,140,1,42.75,32.7,"Delta","ui","media","failed"
19.29,4.41,156,0,73.16,46.91,"Delta","auth","baja","success"
41.2,6.77,168,1,47.78,0.88,"Beta","auth","baja","success"
13.73,9.83,145,0,49.98,30.2,"Delta","core","baja","failed"
10.88,13.37,149,0,48.75,58.71,"Alpha","database","media","success"
25.53,13.35,168,1,80.17,42.79,"Alpha","auth","alta","success"
16.73,17.69,152,0,68.72,26.07,"Alpha","api","media","success"
42.31,1.21,136,2,77.79,24.42,"Gamma","api","media","success"
28.89,5.39,113,1,83.02,128.62,"Beta","database","media","success"
20.51,6.94,139,1,69.48,2.93,"Alpha","database","media","success"
14.1,16.54,183,0,68.35,12.71,"Delta","core","alta","success"
3.09,12.63,136,1,80.27,8.87,"Delta","database","alta","success"
